question,answer
Amazon Q Developer는 보안 취약성이 있는 코드를 추천하나요?,"Amazon Q Developer는 보안 취약성이 있는 코드를 제안하는 것을 방지하도록 설계되었으며 최대한 많은 보안 취약성을 필터링합니다. 하지만 Amazon Q Developer의 생성적 특성을 고려할 때 보안 문제가 있는 코드 제안을 완전히 배제할 수는 없습니다. 따라서 Amazon Q Developer에는 Amazon Q Developer의 코드 제안 및 사용자가 작성한 코드를 포함하여 Python, Java 및 JavaScript 프로젝트 내의 보안 취약성을 탐지하는 코드 스캔 기능이 내장되어 있습니다."
Amazon Q Developer는 코드 제안을 생성할 때 영어로만 작동하나요?,Amazon Q Developer는 Amazon과 오픈 소스 코드를 비롯한 다양한 데이터 소스에 대해 훈련을 받았습니다. Amazon Q Developer는 영어 주석에서 코드 제안을 생성하도록 훈련 및 검증되었습니다. 훈련 데이터 세트의 다양한 예제를 고려할 때 Amazon Q Developer가 영어 이외의 언어로 작성된 주석에서 코드 제안을 제공할 수 있지만 이는 지원되는 사용 사례가 아닙니다.
명령줄용 Amazon Q Developer란 무엇인가요?,"명령줄용 Amazon Q Developer는 상황에 맞는 CLI 완성, 인라인 설명서, AI 자연어에서 Bash로의 변환을 통해 명령줄에서 개발자 생산성을 높일 수 있도록 도와줍니다. 명령줄용 Amazon Q Developer는 개발자의 기존 명령줄과 통합되므로 사용 중인 도구를 변경할 필요 없이 사용을 시작할 수 있습니다."
CLI 완성은 어떻게 작동하나요?,"명령줄에 명령을 입력하는 동안 250개 이상의 CLI 도구에 대한 인라인 완성 및 설명서가 표시됩니다.예를 들어 `git`를 입력하면 모든 git 하위 명령, 옵션 및 인수의 목록이 최근에 사용한 순서대로 표시됩니다. `npm install`을 입력하여 설치 가능한 모든 노드 패키지 목록을 표시할 수도 있습니다. 또한 `aws'를 입력하여 사용 가능한 모든 AWS 하위 명령 목록을 볼 수도 있습니다."
자연어에서 Bash로의 변환은 어떻게 작동하나요?,CLI용 Amazon Q Developer는 자연어 텍스트 프롬프트(예: ‘reverse my most recent git commit’)를 가져와서 즉시 실행 가능한 bash 코드로 변환할 수 있습니다.시작하려면 Amazon Q를 실행하고 프롬프트를 삽입한 다음 bash를 실행하면 됩니다.
"명령줄용 Amazon Q Developer는 어떤 터미널, 쉘 및 IDE를 지원하나요?","명령줄용 Amazon Q Developer는 현재 다음 도구와의 통합을 지원합니다.1. 운영 체제: macOS2. 쉘: bash, zsh, fish3. 터미널 에뮬레이터: iTerm2, macOS 터미널, Hyper, Tabby4. IDE: VS Code 내부의 터미널5) CLI: git, aws, docker, npm, yarn 등 가장 많이 사용되는 250개 이상의 CLI(Github참조)macOS에서 Jetbrains IDE(Fleet 제외), Alacritty, Kitty 및 Westerm을 지원하려면 cw integrations install input-method를 실행합니다."
CLI 완성을 끌 수 있나요?,예.1. 'cw'를 실행하여 설정 페이지를 엽니다.2. CLI Completions(CLI 완성) 탭을 선택합니다.3. 페이지 오른쪽 상단에 있는 스위치를 Off(끄기)로 전환합니다.
IDE에서 Amazon Q Developer의 코드 권장 사항을 사용자 지정할 수 있나요?,"예. Amazon Q Developer를 사용자 지정하여 내부 라이브러리, API, 모범 사례 및 아키텍처 패턴을 인식해 더욱 관련성 높은 인라인 코드 권장 사항 및 채팅 응답을 생성할 수 있습니다."
사용자 지정을 만들 때 어떤 언어가 지원되나요?,"현재 Java, JavaScript, TypeScript 및 Python으로 작성된 코드베이스에 대한 Amazon Q Developer 추천을 사용자 지정할 수 있습니다. Amazon Q Developer에서 지원하는 다른 언어(C#, Go, Rust, PHP, Ruby, Kotlin, C, C++, 쉘 스크립팅, SQL 및 Scala)로 작성된 파일은 사용자 지정을 만들거나 내부 코드 리포지토리를 기반으로 IDE에서 사용자 지정 추천을 제공할 때 사용되지 않습니다."
사용자 지정을 만들거나 활성화할 때 사용 제한이 있나요?,내부 코드 베이스를 기반으로 최대 8개의 사용자 지정을 만들 수 있습니다. 최대 2개의 코드 사용자 지정을 동시에 활성 상태로 유지할 수 있습니다.
Amazon Q Developer 코드 권장 사항을 사용자 지정하려면 어떻게 해야 하나요?,콘솔을 사용하여 코드 리포지토리를 Amazon Q Developer에 안전하게 연결할 수 있습니다. Amazon Q Developer 관리자는 콘솔에서 프라이빗 사용자 지정에 대한 액세스를 관리하여 특정 개발자의 액세스만 허용할 수 있습니다.
Amazon Q에서 GitLab Duo를 시작하려면 어떻게 해야 하나요?,GitLab Duo with Amazon Q는 평가판으로 제공됩니다.AWS 기반 GitLab을방문하여 평가판 액세스를 신청하십시오.
GitLab Duo with Amazon Q의 요금은 어떻게 되나요?,GitLab Ultimate 자체 관리형 고객은 평가판 기간 동안 GitLab Duo with Amazon Q를 무료로 사용할 수 있습니다.
Amazon Q Developer는 운영 인사이트를 얻는 데 걸리는 시간을 어떻게 단축할 수 있습니까?,"운영 인시던트가 발생하면 Amazon CloudWatch, Amazon OpenSearch Service, Amazon S3 및 기타 소스의 로그, 지표 및 트레이스를 비롯한 여러 소스에서 엄청난 양의 데이터가 흐릅니다. 대량의 데이터와 다양한 소스가 결합되어 중요한 인시던트 발생 시 관련 정보를 신속하게 찾고 상관 관계를 파악하기가 어렵습니다. Amazon OpenSearch Service의 Amazon Q Developer를 사용하면 컨텍스트 내 지원 및 자연어 상호 작용을 사용하여 문제를 신속하게 조사하고, 패턴을 분석하고, 시각화를 생성할 수 있습니다."
Amazon Q Developer로 오류를 진단할 수 없거나 질문에 대한 답을 찾지 못하면 어떻게 하나요?,"보다 구체적인 도움이나 지침이 필요한 경우 AWS Support에 문의할 수 있습니다. Amazon Q Developer는 AWS Support와 통합되므로 추가 지원이 필요한 경우 Amazon Q Developer 인터페이스 내에서 지원 담당자와 원활하게 연결할 수 있습니다. 이 옵션은 셀프 서비스 경험에서 장애물을 제거하는 데 도움이 됩니다. AWS Support와의 이 통합은 콘솔을 통해 Amazon Q Developer에 액세스하는 모든 AWS 고객이 이용할 수 있으며, 통합 시 고객이 소유한 지원 플랜 자격이 유지됩니다."
AWS 기반 구축과 관련하여 Amazon Q Developer에서 답변을 얻을 수 있는 질문 유형은 무엇인가요?,"Amazon Q Developer는 17년간 쌓아온 AWS의 전문성을 바탕으로 훈련되었습니다. 따라서 AWS 서비스를 시작하고, 애플리케이션 설계 및 구축 모범 사례에 대해 알아보고, 작업에 적합한 서비스를 찾으며, 계정에서 실행 중인 AWS 리소스를 나열하고 설명(평가판 기능)하는 등 많은 도움이 될 수 있습니다. 예를 들어 AWS Management Console에서 바로 Amazon Q Developer에 ‘AWS에서 웹 애플케이션을 구축하려면 어떻게 해야 해?’라고 질문하면 Amazon Q Developer가 단계를 알려주고 자세히 알아볼 수 있는 참조 자료를 보여줍니다."
Amazon Q Developer는 현재 내 계정에서 실행 중인 AWS 리소스를 볼 수 있나요?,"Amazon Q Developer가 계정의 리소스를 완벽하게 파악할 수는 없지만 Amazon S3 버킷, Amazon EC2 인스턴스 등 사용 중인 특정 리소스를 나열하고 설명할 수 있습니다(평가판 기능). Amazon Q Developer는 사용 가능한 최상의 결제 리소스로 안내해 주지만 계정 또는 조직 청구서와 비용에 대한 결제 정보는 현재 제공할 수 없습니다. 하지만 이제 Amazon Q Developer에서 AWS Cost Explorer의 비용 데이터를 검색하고 분석할 수 있습니다(평가판)."
콘솔에서 Amazon Q Developer에 애플리케이션 변경을 요청할 수 있나요?,아니요. 이 프로세스를 시작하려면 콘솔에서 Amazon Q Developer에 애플리케이션을 변경하고 싶다고 말해야 합니다. 초기 상호 작용이 끝나면 Amazon Q Developer에서 개발자가 선호하는 IDE 또는 CodeCatalyst의 프로젝트로 이동하여 동일한 대화를 계속할 수 있습니다.
채팅 애플리케이션에서 Amazon Q Developer를 사용할 수 있는 속도 제한이 있나요?,예. Amazon Q Developer에는 Microsoft Teams 및 Slack의 속도 제한이 적용됩니다. 자세한 내용은Microsoft Teams 개발자 설명서및Slack 웹 API 설명서를 참조하세요.
채팅 애플리케이션에서 사용할 수 있는 Amazon Q Developer 기능에는 어떤 것이 있나요?,"선택한 채팅 애플리케이션에서 Amazon Q Developer를 사용할 경우 운영 이벤트, 보안 조사 결과 또는 예산 알림과 관련된 통지를 채팅룸에서 바로 수신하여 전체 팀이 확인하고 관련 논의를 진행할 수 있습니다. Amazon Q Developer에게 자연어로 질문하여 리소스 상태를 파악하고, 문제를 해결하며, 사고를 해결할 수 있습니다. AWS 이벤트 및 CloudWatch 경보에 대한 실시간 알림을 받고, Systems Manager 자동화 문서, 내장된 IAM 및 AWS Organizations 기반 컨트롤이 포함된 AWS Lambda 함수를 비롯한 CLI 기반 명령을 실행하는 등 이 모든 작업을 채팅 채널 내에서 수행할 수 있습니다. 내장된 사용자 지정 기능, SDK 지원, 사용자 지정 알림, 사용자 지정 작업 버튼, 명령 별칭을 사용하여 DevOps 및 사고 대응 프로세스를 채팅 채널에 통합할 수 있습니다."
Amazon Q Developer를 시작하고 채팅 애플리케이션에서 명령을 실행하려면 어떻게 해야 하나요?,"Amazon Q Developer를 시작하려면 Amazon Q Developer 콘솔로 이동하여 Amazon Q Developer 권한으로 Microsoft Teams 또는 Slack을 위한 구성을 생성하고, Amazon Q Developer 채팅 애플리케이션을 채널에 추가하세요. 특정 알림 채널을 구성하고, 명령 권한을 설정하고, 팀의 워크플로에 맞게 상호 작용 패턴을 조정하여 ChatOps 경험을 사용자 지정할 수 있습니다. 명령을 실행하고 답변을 찾으려면 구성된 채팅 채널에 '@Amazon Q'를 입력한 다음, 원하는 AWS CLI 명령 또는 자연어 질문을 입력합니다. 표준 AWS CLI 구문을 사용하여 채팅에서 직접 리소스 상태를 확인하고, CloudWatch 로그를 검색하고, CloudWatch 지표를 보거나, Systems Manager 런북을 실행할 수 있습니다. 자세한 내용은Amazon Q Developer 설명서를 참조하세요."
채팅 애플리케이션에서 DevOps에 맞게 Amazon Q Developer를 사용자 지정하려면 어떻게 해야 하나요?,"Amazon Q Developer를 사용자 지정하여 채팅 채널에서 DevOps 워크플로와 운영 워크플로를 통합할 수 있습니다. 채팅 채널을 구성하여 여러 리전에서 하나 이상의 계정에 있는 리소스를 모니터링하고, 운영 이벤트에 대한 알림을 보내거나, 애플리케이션 이벤트에 대한 사용자 지정 알림을 설정할 수 있습니다. 또한 알림 및 명령 별칭의 작업 버튼을 사용자 지정하여 CLI 기반 명령을 빠르게 실행해 문제를 진단하고 리소스를 운영할 수 있습니다."
Amazon Q Developer를 사용하는 채팅 애플리케이션을 통해 어떤 유형의 알림을 받을 수 있나요?,"Amazon Q Developer는 AWS 리소스에서 채팅 채널로 직접 광범위한 알림을 전송합니다. Amazon CloudWatch 경보, AWS Health, AWS Security Hub 조사 결과, GuardDuty 검색, CloudFormation 스택 업데이트 및 예산 알림에 대한 알림을 받을 수 있습니다. 알림 보내기는 Amazon SNS에 게시하는 모든 AWS 서비스 및 사용자 알림에서 작동하므로, AWS 인프라를 포괄적으로 관리할 수 있습니다. 팀에 중요한 특정 이벤트 유형을 선택할 수 있습니다. 알림을 사용자 지정할 수도 있습니다. 자세한 내용은Custom notifications in Amazon Q Developer in chat applications섹션을 참조하세요."
Amazon Q Developer의 변환 기능은 무엇이며 어떻게 액세스할 수 있나요?,"Amazon Q Developer는 .NET Framework 애플리케이션을 크로스 플랫폼 .NET 현대화로 포팅하는 변환 기능과 소스 버전 v8, v11, v17, v21에서 대상 버전 v17 또는 v21로 업그레이드하는 Java 업그레이드 기능을 제공합니다. .NET 포팅 기능은 Visual Studio IDE 환경에서 사용할 수 있습니다. Java 업그레이드 기능은 VS Code 및 JetBrains 환경과 CLI에서도 사용할 수 있습니다."
Amazon Q Developer의 AI 기반 현대화 접근 방식은 기존 현대화 도구와 어떻게 다른가요?,"Amazon Q Developer 변환 기능은 생성형 AI 및 기계 학습(ML) 알고리즘을 활용하여 보다 지능적이고 적응력이 뛰어난 자동화된 마이그레이션 경험을 제공합니다. 광범위한 수동 입력과 의사 결정이 필요한 기존 도구와 달리 Amazon Q Developer는 자율적으로 환경을 분석하고, 최적의 마이그레이션 전략을 제안하고, 변화하는 조건에 따라 실시간으로 계획을 조정할 수 있습니다. Amazon Q Developer의 변환 기능은 각 현대화에서 지속적인 학습을 통해 권장 사항 및 자동화 프로세스를 개선합니다. 결과적으로 현대화 계획 및 실행이 더 빠르고 정확해지며, 부족한 현대화 전문성에 대한 의존도가 감소하며, 인적 오류의 위험이 최소화됩니다."
Amazon Q Developer는 어떤 변환 워크로드를 지원하나요?,"Amazon Q Developer는 .NET Framework 애플리케이션을 크로스 플랫폼 Linux 지원 .NET으로 포팅하고 Java를 소스 버전 8, 11, 17, 21에서 대상 버전 17 또는 21로 업그레이드할 수 있도록 지원합니다."
Amazon Q Developer 변환 기능은 요금이 청구되나요?,Java 업그레이드 및 .NET 포팅을 위한 Amazon Q Developer 변환 기능은 Amazon Q Developer 프리 티어 사용자와 Amazon Q Developer Pro 구독 사용자에게 제공됩니다. 자세한 요금 정보는요금 섹션을 참조하세요.
Amazon Q Developer는 .NET 애플리케이션을 어떻게 포팅하나요?,Amazon Q Developer는 Windows 기반 .NET Framework 애플리케이션을 Linux에서 실행되는 크로스 플랫폼 .NET 애플리케이션으로 변환하여 현대화를 간소화합니다. 개발자는 Visual Studio에서 직접 작업하여 단일 프로젝트 또는 전체 솔루션의 변환을 시작할 수 있습니다. 이 프로세스는 프로젝트 또는 솔루션 코드와 해당 종속성을 패키징한 후 변환을 위해 AWS로 전송할 때 시작됩니다. 개발자는 IDE를 떠나지 않고도 이 변환의 진행 상황을 추적할 수 있습니다. Amazon Q Developer에서 프로세스가 완료되면 변환된 프로젝트 파일이 IDE로 반환되므로 IDE 안에서 변경 사항을 검토할 수 있습니다. 변환된 코드를 검사한 후에는 이러한 변경 사항을 코드베이스에 병합하고 테스트를 진행할 수 있습니다.
Amazon Q Developer 변환 기능은 .NET 포팅에서 어떤 프로젝트 유형 및 .NET 버전을 지원하나요?,"Amazon Q Developer는 콘솔 애플리케이션, 클래스 라이브러리, 웹 API, WCF 서비스, 모델-뷰-컨트롤러(MVC) 및 단일 페이지 애플리케이션(SPA)의 비즈니스 로직 계층과 같은 프로젝트 유형에 대한 C#.NET 애플리케이션의 현대화를 지원합니다. 또한 이 서비스는 Microsoft에서 제작한 퍼블릭 NuGet을 지원하는 것에 더해 프라이빗 NuGet 프레임워크 패키지 종속성을 해당하는 .NET 8 버전으로 대체하는 기능을 지원합니다.Amazon Q Developer는 널리 사용되는 상위 35개 서드 파티 라이브러리(예: Newtonsoft, MongoDB)를 해당하는 .NET 8 버전으로 업그레이드하는 기능도 지원합니다. Internet Information Server(IIS)를 사용하는 Windows .NET 애플리케이션의 경우 기본 IIS 구성만 크로스 플랫폼 .NET으로 포팅할 수 있습니다. Q Developer는 .NET Framework 버전 3.5 이상, .NET 코어 3.1, .NET 5, 6, 7으로 작성된 애플리케이션을 크로스 플랫폼 .NET 8으로 변환할 수 있도록 지원합니다."
Amazon Q Developer의 Java 변환 기능은 어떤 언어와 언어 버전을 지원하나요?,"Amazon Q Developer를 사용할 때는 Maven을 사용하여 애플리케이션의 Java 버전을 소스 버전 8, 11, 17 또는 21에서 대상 버전 17 또는 21로 업그레이드할 수 있습니다. JDK 버전을 업그레이드하지 않고 Java 17 또는 Java 21 호환 애플리케이션에 사용되는 라이브러리와 프레임워크를 계속 업그레이드할 수도 있습니다."
Java 및 .NET 변환용 Amazon Q Developer Agent는 어떤 IDE를 지원하나요?,Java 업그레이드에 대한 Amazon Q Developer 지원은 AWS Toolkit for JetBrains 및 VS Code IDE를 통해 사용할 수 있습니다. Visual Studio IDE를 통해 Windows에서 Linux로 .NET 애플리케이션 포팅을 지원할 수 있습니다.
VMware 워크로드를 AWS로 마이그레이션할 때 Amazon Q Developer 변환 기능을 사용해야 하는 이유는 무엇인가요?,"온프레미스 VMware 워크로드를 Amazon EC2로 마이그레이션하기 위한 Amazon Q Developer 변환 기능은 세 가지 이점을 제공합니다. 첫째, Amazon Q Developer는 전체 마이그레이션 여정을 오케스트레이션하여 팀 생산성을 높입니다. 둘째, 웨이브 계획 작성, 네트워크 변환 등 복잡하고 노동 집약적인 마이그레이션 작업을 자동화하므로 마이그레이션을 가속화하고, 오류를 줄이고, 필요한 사내 전문 인력을 최소화하여 가치 창출 시간을 단축합니다. 마지막으로 Amazon Q Developer는 특정 마이그레이션 목표를 이해하고 온프레미스 환경을 분석하여 마이그레이션 여정을 사용자 지정합니다."
VMware 마이그레이션에서 Amazon Q Developer 변환 기능을 시작하려면 어떻게 해야 하나요?,시작하려면 현재 엔터프라이즈 자격 증명을 사용하여 Amazon Q Developer 변환 웹 애플리케이션에 로그인합니다. 신규 고객인 경우 IAM Identity Center 통합과 함께 AWS Single Sign-On(SSO)을 사용하고 이를 AWS 계정에 연결하여 시작할 수 있습니다. VMware 마이그레이션의 경우 Amazon Q Developer는 온프레미스 VMware 환경에 커넥터를 추가하거나 서드 파티 도구에서 자산 인벤토리를 업로드하도록 안내합니다. Amazon Q Developer에서 목표를 지정하여 새 프로젝트를 시작할 수 있습니다.
Amazon Q Developer 변환 기능을 통해 복잡한 다중 계층 애플리케이션을 마이그레이션할 수 있나요?,예. Amazon Q Developer는 복잡한 다중 계층 애플리케이션을 마이그레이션하도록 설계되었습니다. 그래프 신경망 기술은 복잡한 대규모 환경에서도 복잡한 애플리케이션 종속성과 관계를 식별합니다. 그런 다음 관련된 서버를 단일 마이그레이션 웨이브로 마이그레이션해야 하는 논리적 애플리케이션 그룹으로 그룹화합니다. 예를 들어 VM 500개로 구성된 환경을 마이그레이션할 때 Amazon Q Developer는 강한 결합으로 인해 VM 50개를 단일 단위로 마이그레이션해야 한다는 것을 식별할 수 있습니다. 이 기능은 상호 연결된 레거시 시스템 또는 마이크로서비스 아키텍처를 보유한 고객에게 특히 유용합니다. 또한 Amazon Q Developer로 생성된 애플리케이션 그룹을 다운로드하여 필요한 경우 검토 및 편집하고 업데이트된 그룹을 Amazon Q Developer에 다시 업로드하여 마이그레이션을 계속할 수 있습니다.
Amazon Q Developer는 VMware 워크로드를 어떻게 변환하나요?,"Amazon Q Developer는 VMware 워크로드의 대규모 마이그레이션 및 현대화를 위한 최초의 생성형 AI 기반 어시스턴트입니다. Amazon Q Developer Agent는 VMware에서 실행되는 워크로드를 Amazon EC2로 마이그레이션하는 작업을 간소화하고 가속화합니다. Amazon Q Developer를 사용하면 마이그레이션 실무자가 목표를 지정하고, 목표 달성을 위한 계획을 생성하고, 승인된 작업을 자동으로 실행하고, 마이그레이션의 진행 상황 및 상태를 추적할 수 있습니다. Amazon Q 에이전트는 사용자가 제공한 온프레미스 서버 및 네트워크 데이터를 사용하여 사용자의 서버 인벤토리를 이해하고, 애플리케이션 종속성을 식별하고, 마이그레이션 웨이브를 위한 애플리케이션 그룹을 제안합니다. 에이전트는 온프레미스 네트워크 구성을 VPC, 서브넷, 보안 그룹, 인터넷 게이트웨이와 같은 AWS 네트워크 구조로 변환합니다. 그런 다음 Amazon Q Developer는 변환된 네트워크를 지정된 AWS 계정에 배포하고 VM을 해당 계정의 Amazon EC2 인스턴스로 마이그레이션합니다. 사용자에게 협업 경험을 제공하여 여러 이해 관계자가 마이그레이션을 협업할 수 있도록 하는 동시에 풍부한 대시보드를 통해 작업의 최신 상태를 종합적으로 파악할 수 있는 뷰를 제공합니다."
Amazon Q Developer 변환으로 생성된 마이그레이션 아티팩트를 편집하거나 업데이트할 수 있나요?,"예. Amazon Q Developer는 승인된 사용자가 생성한 아티팩트를 검토, 승인, 편집할 수 있게 하는 HITL(Human-in-the-Loop) 메커니즘을 사용합니다. 예를 들어 Amazon Q Developer로 마이그레이션 웨이브 계획을 생성한 후, 승인된 사용자는 웨이브에 대한 서버 매핑, 웨이브 시퀀싱을 포함한 웨이브 계획을 검토하고 승인하기 위한 ‘협업’ 요청을 받게 됩니다. 웨이브 계획을 업데이트하기 위해 Amazon Q Developer는 사용자에게 csv 형식으로 데이터를 내보내고 편집하고 Amazon Q Developer용으로 업데이트된 데이터 세트를 가져와 마이그레이션 작업을 계속할 수 있는 옵션을 제공합니다."
Amazon Q Developer 변환으로 생성된 마이그레이션 아티팩트를 편집하거나 업데이트할 수 있나요?,"예. Amazon Q Developer는 승인된 사용자가 생성한 아티팩트를 검토, 승인, 편집할 수 있게 하는 HITL(Human-in-the-Loop) 메커니즘을 사용합니다. 예를 들어 Amazon Q Developer로 마이그레이션 웨이브 계획을 생성한 후, 승인된 사용자는 웨이브에 대한 서버 매핑, 웨이브 시퀀싱을 포함한 웨이브 계획을 검토하고 승인하기 위한 ‘협업’ 요청을 받게 됩니다. 웨이브 계획을 업데이트하기 위해 Amazon Q Developer는 사용자에게 csv 형식으로 데이터를 내보내고 편집하고 Amazon Q Developer용으로 업데이트된 데이터 세트를 가져와 마이그레이션 작업을 계속할 수 있는 옵션을 제공합니다."
Q Developer는 내 온프레미스 VMware 서버 인벤토리를 이해하기 위해 어떤 데이터를 사용하나요?,"Amazon Q Developer는 AWS Application Discovery Service를 사용하여 온프레미스 서버를 검색하는 데 도움이 됩니다. Amazon Q Developer는 Application Discovery Service로 온프레미스 서버 및 데이터베이스에 대해 수집한 구성 데이터를 사용하고 그래프 신경망과 같은 ML 기술을 사용하여 마이그레이션 웨이브를 계획하는 방식으로 AWS로의 마이그레이션을 계획합니다. 온프레미스 서버에 대한 데이터 검색 및 수집을 수행하는 두 가지 방법을 제공합니다.에이전트 없는 검색은 VMware vCenter를 통해 Application Discovery Service Agentless Collector(Agentless Collector)(OVA 파일)를 배포하여 수행할 수 있습니다. Agentless Collector를 사용하여 VM 구성 및 사용률, 데이터베이스 메타데이터 및 사용률, 네트워크 연결을 검색할 수 있습니다.에이전트 기반 검색은 각 VM 및 물리적 서버에 AWS Application Discovery Agent를 배포하여 수행할 수 있습니다. 에이전트 설치 프로그램은 Windows 및 Linux 운영 체제에서 사용할 수 있습니다. 구성 데이터, 사용률 데이터, 인바운드 및 아웃바운드 네트워크 연결, 실행 중인 프로세스를 수집합니다.Application Discovery Service를 시작하려면 한 AWS 계정을 검색 계정으로 지정한 다음 Amazon Q Developer의 VMware 현대화 기능에 연결해야 합니다. 그런 다음 Application Discovery Service를 구성하고, 컬렉터를 다운로드하고, Amazon Q Developer의 검색 요약 페이지에서 수집된 데이터를 볼 수 있습니다."
Q Developer는 내 온프레미스 VMware 서버 인벤토리를 이해하기 위해 어떤 데이터를 사용하나요?,"Amazon Q Developer는 AWS Application Discovery Service를 사용하여 온프레미스 서버를 검색하는 데 도움이 됩니다. Amazon Q Developer는 Application Discovery Service로 온프레미스 서버 및 데이터베이스에 대해 수집한 구성 데이터를 사용하고 그래프 신경망과 같은 ML 기술을 사용하여 마이그레이션 웨이브를 계획하는 방식으로 AWS로의 마이그레이션을 계획합니다. 온프레미스 서버에 대한 데이터 검색 및 수집을 수행하는 두 가지 방법을 제공합니다.에이전트 없는 검색은 VMware vCenter를 통해 Application Discovery Service Agentless Collector(Agentless Collector)(OVA 파일)를 배포하여 수행할 수 있습니다. Agentless Collector를 사용하여 VM 구성 및 사용률, 데이터베이스 메타데이터 및 사용률, 네트워크 연결을 검색할 수 있습니다.에이전트 기반 검색은 각 VM 및 물리적 서버에 AWS Application Discovery Agent를 배포하여 수행할 수 있습니다. 에이전트 설치 프로그램은 Windows 및 Linux 운영 체제에서 사용할 수 있습니다. 구성 데이터, 사용률 데이터, 인바운드 및 아웃바운드 네트워크 연결, 실행 중인 프로세스를 수집합니다.Application Discovery Service를 시작하려면 한 AWS 계정을 검색 계정으로 지정한 다음 Amazon Q Developer의 VMware 현대화 기능에 연결해야 합니다. 그런 다음 Application Discovery Service를 구성하고, 컬렉터를 다운로드하고, Amazon Q Developer의 검색 요약 페이지에서 수집된 데이터를 볼 수 있습니다."
Amazon Q Developer 변환 경험에서 VMware 네트워크 구성 마이그레이션을 시작하려면 어떤 정보를 제공해야 하나요?,"Amazon Q Developer 변환 경험에서 VMware 네트워크 구성 마이그레이션을 시작하려면 다음 정보를 제공해야 합니다.vSphere 가상 네트워크에서 관리하는 vSwitch 기반 네트워크:vSwitch, 포트 그룹, VLAN 등 RVTools에서 내보낸 구성 파일VMware NSX와 같은 소프트웨어 정의 네트워크(SDN)의 경우:모든 SDN 리소스의 JSON 형식 내보내기 VMware NSX의 경우NSX용 가져오기/내보내기도구를 사용하여 내보내기를 수행할 수 있습니다.내보낸 구성 및 리소스 데이터는 네트워크 마이그레이션 프로세스를 계획하고 실행하는 데 필요한 기존 가상 네트워크 설정에 대한 필수 정보를 제공합니다. 이렇게 하면 새 대상 네트워크를 현재 환경에 맞게 적절하게 구성할 수 있습니다."
Amazon Q Developer 변환 경험에서 VMware 네트워크 구성 마이그레이션을 시작하려면 어떤 정보를 제공해야 하나요?,"Amazon Q Developer 변환 경험에서 VMware 네트워크 구성 마이그레이션을 시작하려면 다음 정보를 제공해야 합니다.vSphere 가상 네트워크에서 관리하는 vSwitch 기반 네트워크:vSwitch, 포트 그룹, VLAN 등 RVTools에서 내보낸 구성 파일VMware NSX와 같은 소프트웨어 정의 네트워크(SDN)의 경우:모든 SDN 리소스의 JSON 형식 내보내기 VMware NSX의 경우NSX용 가져오기/내보내기도구를 사용하여 내보내기를 수행할 수 있습니다.내보낸 구성 및 리소스 데이터는 네트워크 마이그레이션 프로세스를 계획하고 실행하는 데 필요한 기존 가상 네트워크 설정에 대한 필수 정보를 제공합니다. 이렇게 하면 새 대상 네트워크를 현재 환경에 맞게 적절하게 구성할 수 있습니다."
Amazon Q Developer 변환 기능이 마이그레이션을 지원하는 VMware 네트워킹 환경은 무엇인가요?,"현재 Amazon Q Developer 변환 기능은 가상 분산 스위치, 포트 그룹, VLAN을 포함하여 VMware NSX 및 VMware vSphere 가상 네트워크 환경에서의 마이그레이션을 지원합니다."
Amazon Q Developer 변환 기능이 마이그레이션을 지원하는 VMware 네트워킹 환경은 무엇인가요?,"현재 Amazon Q Developer 변환 기능은 가상 분산 스위치, 포트 그룹, VLAN을 포함하여 VMware NSX 및 VMware vSphere 가상 네트워크 환경에서의 마이그레이션을 지원합니다."
Amazon Q Developer 변환 기능을 통해 여러 AWS 계정에서 VMware 마이그레이션을 관리할 수 있나요?,현재 Amazon Q Developer 변환 기능은 VMware 워크로드를 Amazon EC2로 마이그레이션할 때 단일 AWS 대상 계정 및 단일 리전으로 마이그레이션하는 것을 지원합니다. 하지만 동일한 워크스페이스 내에서 여러 변환 작업을 생성하여 애플리케이션 포트폴리오의 다양한 계정을 대상으로 할 수 있습니다.
Amazon Q Developer 변환 기능을 통해 여러 AWS 계정에서 VMware 마이그레이션을 관리할 수 있나요?,현재 Amazon Q Developer 변환 기능은 VMware 워크로드를 Amazon EC2로 마이그레이션할 때 단일 AWS 대상 계정 및 단일 리전으로 마이그레이션하는 것을 지원합니다. 하지만 동일한 워크스페이스 내에서 여러 변환 작업을 생성하여 애플리케이션 포트폴리오의 다양한 계정을 대상으로 할 수 있습니다.
Amazon Q Developer 변환 기능은 다른 AWS 마이그레이션 도구와 어떻게 통합되나요?,"Amazon Q Developer는 많은 신규 및 기존 기능으로 지원되는 완벽한 마이그레이션 경험을 제공합니다. 애플리케이션 그룹화 및 네트워크 마이그레이션을 위한 새로운 기능을 제공하는 것과 함께, Amazon Q Developer는 Application Discovery Service 및 AWS Application Migration Service와 같은 기존 AWS 마이그레이션 도구를 사용하여 Amazon EC2로 VMware 마이그레이션을 완료합니다. Amazon Q Developer는 마이그레이션 프로세스를 오케스트레이션하여 기존 도구에서 작업을 트리거하고 이를 보강하여 보다 효율적인 마이그레이션 경험을 제공합니다."
