question,answer
Amazon Bedrock Guardrails에서는 어떤 양식이 지원되나요?,Bedrock Guardrails는 텍스트 콘텐츠와 이미지 콘텐츠를 모두 지원하여 고객이 안전한 생성형 AI 애플리케이션을 대규모로 구축할 수 있도록 합니다.
Amazon Bedrock에서 사용 가능한 모든 FM 및 도구와 함께 Guardrails를 사용할 수 있나요?,"Amazon Bedrock Guardrails는 Amazon Bedrock에서 지원되는 FM, 미세 조정 모델, Amazon Bedrock 외부의 자체 호스팅 모델을 비롯하여 다양한 모델에서 사용할 수 있습니다. ApplyGuardrail API를 사용하여 타사 및 자체 호스팅 모델에 대해 사용자 입력 및 모델 출력을 독립적으로 평가할 수 있습니다. Amazon Bedrock Guardrails를 Amazon Bedrock Agents 및 Amazon Bedrock Knowledge Bases와 통합하여 책임 있는 AI 정책에 부합하는 안전한 생성형 AI 애플리케이션을 빌드할 수 있습니다."
Bedrock Guardrails는 어떤 언어를 지원하나요?,"현재 Amazon Bedrock Guardrails는 자연어로 영어, 프랑스어 및 스페인어를 지원합니다. 다른 언어를 사용하면 결과의 효용성이 떨어집니다."
상용(내장형) 가드레일 목록이 있나요? 무엇을 사용자 정의할 수 있나요?,"가드레일 정책은 5가지로, 각각 다른 상용 보호 기능이 있습니다.콘텐츠 필터 - 여기에는 증오, 모욕, 성적인 내용, 폭력, 위법 행위(범죄 행위 포함), 프롬프트 공격(탈옥 및 프롬프트 주입)의 6가지 상용 범주가 있습니다. 각 범주에 대해 필터링의 강도(낮음/중간/높음) 측면에서 텍스트 및 이미지 콘텐츠 모두에 대해 임계값을 추가로 사용자 지정할 수 있습니다.거부된 주제 - 고객이 간단한 자연어 설명을 사용하여 정의할 수 있는 사용자 지정 주제입니다.민감한 정보 필터 - 30개 이상의 상용 PII와 함께 제공됩니다. 민감한 고객의 독점 정보를 추가하여 세밀하게 사용자 지정할 수 있습니다.단어 필터 - 비속어 필터링이 기본으로 제공되며 사용자 지정 단어로 추가 사용자 지정할 수 있습니다.문맥적 근거 확인 – RAG, 요약 및 대화형 애플리케이션에서 할루시네이션을 감지할 수 있으며, 소스 정보를 참조로 사용하여 모델 응답을 검증할 수 있습니다."
상용(내장형) 가드레일 목록이 있나요? 무엇을 사용자 정의할 수 있나요?,"가드레일 정책은 5가지로, 각각 다른 상용 보호 기능이 있습니다.콘텐츠 필터 - 여기에는 증오, 모욕, 성적인 내용, 폭력, 위법 행위(범죄 행위 포함), 프롬프트 공격(탈옥 및 프롬프트 주입)의 6가지 상용 범주가 있습니다. 각 범주는 필터링 강도(낮음/중간/높음)에 따라 추가로 사용자 지정된 임계값을 가질 수 있습니다.거부된 주제 - 고객이 간단한 자연어 설명을 사용하여 정의할 수 있는 사용자 지정 주제입니다.민감한 정보 필터 - 30개 이상의 상용 PII와 함께 제공됩니다. 민감한 고객의 독점 정보를 추가하여 세밀하게 사용자 지정할 수 있습니다.단어 필터 - 비속어 필터링이 기본으로 제공되며 사용자 지정 단어로 추가 사용자 지정할 수 있습니다.문맥적 근거 확인 – RAG, 요약 및 대화형 애플리케이션에서 할루시네이션을 감지할 수 있으며, 소스 정보를 참조로 사용하여 모델 응답을 검증할 수 있습니다."
조직 전체에 가드레일을 적용하려면 어떻게 해야 하나요?,Amazon Bedrock Guardrails는 IAM 정책 기반 적용 기능을 사용하여 모든 추론 간접 호출에 대해 필수 가드레일을 설정할 수 있는 기능을 제공합니다. 자세한 내용은여기를 참조하세요.
AWS는 생성형 AI 서비스에 대한 저작권 권리 주장을 다루는 지적 재산 배상을 제공하나요?,"AWS는 Amazon 모델 및서비스 약관섹션 50.10에 나열된 기타 서비스(‘배상 범위 내 생성형 AI 서비스’)와 같은 정식 출시된 Amazon 생성형 AI 서비스의 생성형 출력에서 발생하는 저작권 권리 주장에 대해 제한 없는 지적 재산(IP) 배상을 제공합니다. 즉, 고객이 제공한 입력 또는 기타 데이터에 대한 응답으로 배상 범위 내 생성형 AI 서비스를 통해 생성된 출력의 저작권 침해를 제기하는 제3자 권리 주장으로부터 고객을 보호합니다. 또한 고객은 침해 데이터를 입력하지 않거나 서비스의 필터링 기능을 비활성화하지 않는 등 책임감 있게 서비스를 사용해야 합니다."
고객이 사용자 지정 Amazon Bedrock 가드레일을 구축하는 데 드는 별도의 비용이 있나요? 그리고 그 비용이 입력과 출력 모두에 적용되나요?,Amazon Bedrock 가드레일 사용 시 별도의 비용이 발생합니다. 입력과 출력 모두에 적용할 수 있습니다. 가격은여기페이지 하단에 있습니다.
기본 Guardrails는 주민등록번호 또는 전화번호를 자동으로 감지하나요?,Amazon Bedrock Guardrails는 사회보장번호와 전화번호를 포함하여 31가지 PII를 필터링하는 민감한 정보 필터를 제공합니다. 전체 목록은여기를 참조하세요.
Amazon Bedrock Guardrails 사용에는 어떤 요금 모델이 적용되나요?,Amazon Bedrock Guardrails는 텍스트 및 이미지 콘텐츠 모두의 사용량에 따른 요금 모델을 기준으로 가격이 책정됩니다. 자세한 요금 관련 정보는 Guardrails요금페이지를 참조하세요.
설정한 가드레일의 효율성에 대해 고객이 자동 테스트를 실행할 수 있나요? 지속적인 모니터링을 위한 '테스트 케이스 빌더'(저널리스트의 용어)가 있나요?,"예, Amazon Bedrock Guardrail API는 고객이 자동화된 테스트를 실행하는 데 도움이 됩니다. ‘테스트 케이스 빌더’는 프로덕션 환경에 가드레일을 배포하기 전에 사용하면 유용할 수 있습니다. 네이티브 테스트 케이스 빌더는 아직 없습니다. 생산 트래픽의 지속적인 모니터링을 위해 가드레일은 각 입력 및 출력에 대한 모든 위반의 세부 로그를 제공하도록 지원하므로, 고객은 생성형 AI 애플리케이션에서 들어오고 나가는 모든 입력을 세밀하게 모니터링할 수 있습니다. 이러한 로그는 CloudWatch 또는 S3에 저장할 수 있으며 고객의 요구 사항에 따라 사용자 지정 대시보드를 생성하는 데 사용할 수 있습니다."
자동 추론 검사를 사용한 검증은 문맥적 근거 검사와 어떻게 다른가요?,"자동 추론 정책을 사용하여 자동 추론 검사는 콘텐츠의 정확한 주장과 사실의 부정확성을 모두 찾아낼 수 있습니다. 자동 추론 검사는 정확한 진술과 부정확한 진술 모두에 대해 출력의 검증 가능하고 논리적인 설명을 제공합니다. 자동 추론 검사에서 정책을 생성하려면 도메인 전문가의 사전 참여가 필요하며 자동 추론 검사는 규칙을 정의하는 콘텐츠만 지원합니다. 반면, Bedrock Guardrails의 문맥적 근거 검사는 머신 러닝 기술을 사용하여 생성된 콘텐츠가 지식 기반의 입력으로 제공된 문서와 밀접하게 일치하는지 확인하므로 별도의 사전 작업은 필요하지 않습니다. 자동 추론 검사와 문맥적 근거 검사는 모두 Guardrail API 출력에서 피드백을 제공합니다. 피드백을 사용하여 생성된 콘텐츠를 업데이트할 수 있습니다."
멀티모달 콘텐츠에는 어떤 이미지 형식이 지원되나요?,Bedrock Guardrails에서는 PNG 및 JPEG 이미지 형식이 지원됩니다.
Amazon Bedrock Marketplace란 무엇인가요?,"Amazon Bedrock Marketplace는 고객이 생성형 AI 애플리케이션을 쉽게 빌드하고 최적화할 수 있도록 Amazon Bedrock의 서버리스 FM 외에도 100개 이상의 인기 모델, 새로운 모델 또는 전문 모델을 제공합니다. Amazon Bedrock 콘솔에서 고객은 다양한 제공업체에서 제공하는 광범위한 FM 카탈로그를 찾을 수 있습니다. 그런 다음, 완전 관리형 엔드포인트에 이러한 모델을 배포할 수 있으며, 엔드포인트에서 원하는 인스턴스 수와 인스턴스 유형을 선택할 수 있습니다. 모델이 배포되면 Amazon Bedrock의 Invoke API를 통해 모델에 액세스할 수 있습니다. 채팅으로 조정된 텍스트-텍스트 모델의 경우 고객은 FM 차이를 추상화하고 단일 파라미터 변경으로 모델을 전환할 수 있는 통합 API인 새로운 Converse API를 사용할 수 있습니다. 해당하는 경우 모델을 Amazon Bedrock Playground, Agents, Knowledge Bases, Prompt Management, Prompt Flows, Guardrails, Model Evaluation과 함께 사용할 수 있습니다."
Amazon Bedrock Marketplace를 사용해야 하는 이유는 무엇인가요?,"생성형 AI 산업이 지속적으로 혁신함에 따라 빠르게 부상하고 있는 강력한 모델을 활용하려면 Amazon Bedrock Marketplace를 사용해야 합니다. 고유한 요구 사항에 맞게 조정된 인기 모델, 새로운 모델 및 전문 모델에 빠르게 액세스하여 배포할 수 있습니다. 이를 통해 출시 시간을 단축하고 정확도를 개선하거나 생성형 AI 워크플로의 비용을 절감할 수 있습니다. Bedrock의 통합 API를 통해 모델에 액세스할 수 있으며, 모델이 Bedrock의 Converse API와 호환되는 경우 Agents, Knowledge Bases, Guardrails 등의 Bedrock 도구와 함께 기본적으로 사용할 수 있습니다. 한 곳에서 Amazon Bedrock Marketplace를 Amazon Bedrock의 서버리스 모델에 모두 쉽게 연결할 수 있습니다."
Amazon Bedrock Marketplace를 시작하려면 어떻게 해야 하나요?,"Bedrock 콘솔에서 Amazon Bedrock 모델 카탈로그 페이지로 이동하기만 하면 서버리스 Amazon Bedrock 모델과 함께 Amazon Bedrock Marketplace 모델 목록을 검색할 수 있습니다. 사용하려는 Amazon Bedrock Marketplace 모델을 선택한 후 제공업체에서 설정한 EULA 및 요금을 수락하고 모델 세부 정보 페이지를 통해 모델을 구독할 수 있습니다. 구독이 완료되면(일반적으로 몇 분 정도 소요됨) 모델 세부 정보 페이지에서 배포를 클릭하거나 API를 사용하여 완전 관리형 SageMaker 엔드포인트에 모델을 배포할 수 있습니다. 배포 단계에서 워크로드에 맞게 원하는 인스턴스 수와 인스턴스 유형을 선택할 수 있습니다. 엔드포인트가 설정되면(일반적으로 10~15분 소요) 엔드포인트에 대한 추론 직접 호출을 시작하고 Bedrock의 고급 도구에서 모델을 사용할 수 있습니다. 단, 모델이 Bedrock의 Converse API와 호환되어야 합니다."
Amazon Bedrock Marketplace 모델을 미세 조정할 수 있나요?,"사용자 지정 모델 가져오기에서 지원하는 아키텍처(Mistral, Mixtral, Flan 및 Llama2/3/3.1/3.2)를 사용하는 모델은 SageMaker에서 미세 조정할 수 있으며 사용자 지정 모델 가져오기를 통해 Amazon Bedrock에서 사용할 수 있습니다. 사용자 지정 모델 가져오기에서 지원되지 않는 모델은 SageMaker에서 여전히 미세 조정할 수 있습니다. 그러나 이러한 모델의 미세 조정 버전은 Amazon Bedrock에서 사용할 수 없습니다."
Bedrock Data Automation란 무엇인가요?,"Bedrock Data Automation란 무엇인가요? Amazon Bedrock Data Automation은 생성형 AI 애플리케이션 개발을 간소화하고 문서, 이미지, 오디오 및 동영상과 관련된 워크플로를 자동화하는 Bedrock의 GenAI 기반 기능입니다. Bedrock Data Automation을 활용하는 개발자는 개발 작업의 시간과 작업량을 줄임으로써 지능형 문서 처리, 미디어 분석 및 기타 멀티모달 데이터 중심 자동화 솔루션을 더욱 쉽게 빌드할 수 있습니다. Bedrock Data Automation은 다른 솔루션보다 저렴한 비용으로 업계 최고의 정확도를 제공하며, 설명 기능에 대한 신뢰도 점수가 포함된 시각적 그라운딩, 내장된 할루시네이션 완화 등의 기능을 제공합니다. 따라서 비정형 멀티모달 데이터 소스에서 신뢰할 수 있고 정확한 인사이트를 얻을 수 있습니다. 고객은 Bedrock Data Automation의 출력을 쉽게 사용자 지정하여 시스템 및 애플리케이션에 필요한 일관된 형식으로 구체적인 인사이트를 생성할 수 있습니다. 개발자는 샘플 데이터를 사용하여 출력을 구성하고 사용자 지정할 수 있는 Amazon Bedrock 콘솔에서 Bedrock Data Automation을 시작합니다. 그런 다음 Bedrock Data Automation의 통합된 멀티모달 추론 API를 애플리케이션에 통합하여 프로덕션 규모의 비정형 콘텐츠를 높은 정확도와 일관성으로 처리할 수 있습니다. 또한 Bedrock Data Automation은 Bedrock Knowledge Bases와 통합되므로 개발자는 비정형 멀티모달 콘텐츠에서 의미 있는 정보를 쉽게 생성하여 검색 증강 생성(RAG)에 대해 보다 관련성 높은 응답을 제공할 수 있습니다."
Bedrock Data Automation을 사용해야 하는 이유는 무엇인가요?,"Bedrock Data Automation을사용하면 비정형 엔터프라이즈 데이터를 생성형 AI 애플리케이션 및 ETL 워크플로에서 활용할 수 있는 애플리케이션별 출력 형식으로 쉽게 변환할 수 있습니다. 고객은 더 이상 여러 모델을 관리 및 오케스트레이션하거나, 프롬프트를 엔지니어링하거나, 안전 가드레일을 구현하거나, 다운스트림 시스템 요구 사항에 맞게 출력을 연결하는 데 시간과 노력을 들일 필요가 없습니다. Bedrock Data Automation은 매우 정확하고 일관되며 비용 효율적인 비정형 데이터 처리를 제공합니다. Bedrock Data Automation은 책임 있는 AI를 염두에 두고 빌드되었으며, 고객에게 시각적 그러운딩 및 신뢰도 점수와 같은 주요 기능을 제공하여 Bedrock Data Automation을 엔터프라이즈 워크플로 내에 쉽게 통합할 수 있도록 합니다."
Amazon Bedrock Data Automation은 나를 대신하여 무엇을 관리하나요?,"Bedrock Data Automation기능은 고객이 애플리케이션에 쉽게 통합할 수 있는 완전 관리형 API를 통해 사용할 수 있습니다. 고객은 기본 컴퓨팅 리소스 규모 조정, 모델 선택 및 오케스트레이션 또는 FM용 프롬프트 관리에 대해 걱정할 필요가 없습니다."
블루프린트란 무엇인가요?,"블루프린트는 고객이 자연어 또는 스키마 편집기를 사용하여 출력 요구 사항을 지정하는 데 사용하는 기능입니다. 여기에는 추출하려는 필드 목록, 각 필드의 데이터 형식, 각 필드에 대한 자연어 지침이 포함됩니다. 예를 들어 개발자는 ‘세금, 기한일, 수령일 필드가 포함된 청구서의 블루프린트 생성’ 또는 ‘청구서 총액이 항목의 합계와 일치하는지 확인’을 입력할 수 있습니다. 이러한 지침은 시스템에서 블루프린트에 설명된 형식으로 정보를 반환하도록 추론 API 직접 호출의 일부로 블루프린트를 참조합니다."
Amazon Bedrock Data Automation에서 양식별로 지원하는 기능 및 파일 형식은 무엇인가요?,"문서Bedrock Data Automation은 문서에 대한 표준 출력과 사용자 지정 출력을 모두 지원합니다.표준 출력은 문서에서 텍스트를 추출하고 표/그림/다이어그램에 대한 문서 요약 및 캡션과 같은 생성형 출력을 제공합니다. 출력은 읽기 순서대로 반환되며 선택적으로 머리글/바닥글/제목/표/그림/다이어그램을 포함하는 레이아웃 요소별로 그룹화할 수 있습니다. 표준 출력은 BDA를 Bedrock Knowledge Bases와 통합하는 데 사용됩니다.Custom Output은 자연어 또는 스키마 편집기를 사용하여 출력 요구 사항을 지정하는 블루프린트를 활용합니다. 블루프린트에는 추출할 필드 목록과 각 필드의 데이터 형식이 포함됩니다.Bedrock Data Automatio은 PDF, PNG, JPG, TIFF, 최대 1,500페이지, API 요청당 최대 파일 크기 500MB를 지원합니다. 기본적으로 BDA는 고객별로 초당 동시 작업 50개 및 트랜잭션 10개를 지원합니다.이미지Bedrock Data Automation은 이미지에 대한 표준 출력과 사용자 지정 출력을 모두 지원합니다.표준 출력은 요약, 탐지된 선정적 콘텐츠, 탐지된 텍스트, 로고 탐지 및 광고 분류: 이미지용 IAB를 제공합니다. 표준 출력은 BDA를 Bedrock Knowledge Bases와 통합하는 데 사용됩니다.Custom Output은 자연어 또는 스키마 편집기를 사용하여 출력 요구 사항을 지정하는 블루프린트를 활용합니다. 블루프린트에는 추출할 필드 목록과 각 필드의 데이터 형식이 포함됩니다.Bedrock Data Automation은 JPG, PNG, 최대 해상도 4K, API 요청당 최대 파일 크기 5MB를 지원합니다. 기본적으로 BDA는 고객별로 초당 트랜잭션(TPS) 10개를 통해 최대 20개의 이미지를 동시에 사용할 수 있도록 지원합니다.동영상Bedrock Data Automation은 동영상의 표준 출력을 모두 지원합니다.표준 출력은 전체 동영상 요약, 챕터 분할, 챕터 요약, 전체 오디오 트랜스크립션, 화자 식별, 탐지된 노골적인 콘텐츠, 탐지된 텍스트, 로고 탐지 및 동영상에 대한 IAB(Interactive Advertising Bureau) 분류법을 제공합니다. 전체 동영상 요약은 제품 개요, 교육, 뉴스 캐스트 및 다큐멘터리와 같은 설명적 대화가 포함된 콘텐츠에 최적화되어 있습니다.Bedrock Data Automation은 H.264, VP8, VP9와 함께 MOV 및 MKV를 지원하고, 최대 동영상 지속 시간은 4시간이며, API 요청당 최대 파일 크기는 2GB입니다. 기본적으로 BDA는 고객별로 초당 트랜잭션(TPS) 10개를 통해 최대 20개의 동영상을 동시에 사용할 수 있도록 지원합니다.오디오Bedrock Data Automation은 오디오의 표준 출력을 모두 지원합니다.표준 출력은 오디오 파일에 대한 요약(챕터 요약 포함), 전체 트랜스크립션, 노골적인 콘텐츠 조정 탐지를 제공합니다.Bedrock Data Automation은 FLAC, M4A, MP3, MP4, Ogg, WebM, WAV를 지원하며, 최대 오디오 지속 시간은 4시간이고, API 요청당 최대 파일 크기는 2GB입니다."
Amazon Bedrock Data Automation을 사용할 수 있는 AWS 리전은 어디인가요?,미국 서부(오리건) 및 미국 동부(버지니아 북부) AWS 리전에서 Amazon Bedrock Data Automation의 정식 버전이 제공됩니다.
Amazon Bedrock Data Automation은 어떤 언어를 지원하나요?,Amazon Bedrock Data Automation은 현재 영어를 지원합니다. 추가 언어 지원은 2025년에 곧 제공될 예정입니다.
SageMaker Unified Studio의 Amazon Bedrock이란 무엇인가요?,"Amazon Bedrock은 AWS Management Console, API 또는 Amazon SageMaker Unified Studio를 통해 액세스할 수 있습니다. Amazon SageMaker Unified Studio에서 사용자는 고성능 파운데이션 모델(FM)을 사용하여 생성형 AI 애플리케이션을 빠르게 구축하고 반복할 수 있습니다. 직관적인 인터페이스를 통해 모델을 실험하고, 프로젝트에서 협업하며, 다양한 Bedrock 도구 및 리소스에 대한 간소화된 액세스를 통해 생성형 AI 애플리케이션을 빠르게 구축할 수 있습니다."
Amazon SageMaker Unified Studio 내에서 Amazon Bedrock에 액세스하려면 어떻게 해야 하나요?,Amazon SageMaker Unified Studio 내에서 Amazon Bedrock에 액세스하려면 개발자와 관리자가 다음 단계를 따라야 합니다.Amazon SageMaker Unified Studio에서 새로운 도메인을 생성합니다.생성형 AI 애플리케이션 개발 프로젝트 프로필을 활성화합니다.Amazon SageMaker Unified Studio 내에서 회사의 Single Sign-On(SSO) 자격 증명을 사용하여 생성형 AI 플레이그라운드(검색) 및 생성형 AI 앱 개발(빌드) 섹션을 통해 Amazon Bedrock에 액세스할 수 있습니다.
Amazon SageMaker Unified Studio 내의 Amazon Bedrock의 주요 특징 및 기능은 무엇인가요? Amazon Bedrock Studio 및 Amazon Bedrock IDE와는 어떻게 다른가요?,"Amazon Bedrock은 AWS Management Console, API 또는 Amazon SageMaker Unified Studio를 통해 액세스할 수 있지만, SageMaker Unified Studio 내의 기능은 기존 Amazon Bedrock Studio(더 이상 제공되지 않음)를 기반으로 구축되었으며 몇 가지 주요 개선 사항이 포함되었습니다. Amazon SageMaker Unified Studio를 통해 액세스할 경우 주요 기업의 고급 AI 모델, AI 프롬프트 생성 및 테스트용 도구를 이용할 수 있으며 Amazon Bedrock Knowledge Bases, Amazon Bedrock Guardrail, Amazon Bedrock Agent와 원활하게 통합할 수 있습니다. 팀은 공유 작업 공간에서 협업하여 필요에 맞는 맞춤형 AI 애플리케이션을 빌드할 수 있습니다.새로운 기능으로는 병렬 AI 모델 비교를 위한 모델 허브, 채팅, 이미지 및 동영상 상호 작용을 지원하는 확장된 플레이그라운드, 웹 크롤링을 통한 향상된 지식 기반 생성이 포함됩니다. 보다 복잡한 채팅 애플리케이션을 위한 에이전트 생성을 도입하고 조직 내 AI 앱 및 프롬프트 공유를 간소화합니다. 또한 기본 애플리케이션 코드에 대한 액세스와 채팅 앱을 CloudFormation 템플릿으로 내보낼 수 있는 기능을 제공합니다. AWS 인프라 세부 정보를 관리하여 다양한 기술 수준의 사용자가 AI 애플리케이션을 더 효율적으로 생성할 수 있도록 지원하므로 이전 세대보다 더 다양하고 강력한 도구가 됩니다.Amazon SageMaker Unified Studio의 관리되는 환경을 통해 액세스할 수 있는 Amazon Bedrock의 핵심 기능을 더욱 잘 나타내고자 Amazon Bedrock IDE의 이름을 변경했습니다."
SageMaker 통합 스튜디오의 Amazon Bedrock은 조직 내 팀 간의 협업을 어떻게 지원하나요?,"Amazon SageMaker Unified Studio를 통해 Amazon Bedrock의 인터페이스에 액세스하면 팀은 협업을 실현하는 관리되는 환경의 이점을 누릴 수 있습니다. 팀은 함께 프로젝트를 생성하고, 동료를 초대하고, 생성형 AI 애플리케이션을 공동으로 빌드할 수 있습니다. 프로토타입에 대한 빠른 피드백을 받고 SageMaker Unified Studio의 모든 사용자 또는 도메인의 특정 사용자와 애플리케이션을 공유할 수 있습니다. 강력한 액세스 제어 및 거버넌스 기능을 통해 승인된 구성원만 데이터 또는 생성형 AI 애플리케이션과 같은 프로젝트 리소스에 액세스하므로 데이터 프라이버시 및 규정 준수가 지원되고 안전한 부서 간 협업 및 공유가 촉진됩니다. 또한 생성형 AI 애플리케이션을 빌더에서 SageMaker Unified Studio 도메인의 특정 사용자에게 공유하거나 특정 개인과 공유하여 해당 자산에 대한 적절한 액세스 권한, 제어 및 거버넌스를 허용할 수 있습니다."
Amazon Bedrock이 Amazon SageMaker Unified Studio에 통합되는 이유는 무엇인가요?,"Amazon Bedrock은 AWS Management Console, API 또는 Amazon SageMaker Unified Studio를 통해 액세스할 수 있지만, 이러한 통합은 생성형 AI 개발 프로세스에서 데이터, 도구 및 개발자 간의 장벽을 제거합니다. 팀은 익숙한 JupyterLab 환경 및 분석 도구에 액세스하고 Amazon Bedrock의 강력한 생성형 AI 기능을 모두 동일한 작업 공간 내에서 원활하게 통합하여 통합된 개발 환경을 확보할 수 있습니다.통합 환경을 통해 데이터 준비부터 모델 개발 및 생성형 AI 애플리케이션 구축에 이르기까지 개발 수명 주기 전반에 걸쳐 기술 수준이 다양한 개발자 간에 원활한 협업이 가능합니다. 팀은 안전한 관리형 프레임워크 내에서 지식 기반 생성, 가드레일 구성 및 고성능 생성형 AI 애플리케이션 개발을 위한 통합 도구에 액세스할 수 있습니다.Amazon SageMaker Unified Studio에서 개발자는 요구 사항에 따라 다양한 도구 간에 손쉽게 전환하여 단일 작업 공간에서 분석, 기계 학습 및 생성형 AI 기능을 결합할 수 있습니다. 이러한 통합 접근 방식은 개발 복잡성을 줄이고 생성형 AI 프로젝트의 가치 창출 시간을 단축합니다. Amazon SageMaker Unified Studio에 Amazon Bedrock을 도입함으로써 AWS는 엔터프라이즈급 보안 및 거버넌스를 유지하면서 생성형 AI 개발의 진입 장벽을 낮추고 궁극적으로 조직이 생성형 AI를 사용하여 더 빠르고 효과적으로 혁신할 수 있도록 합니다."
Amazon SageMaker Unified Studio에서 Amazon Bedrock의 기능을 언제 사용하면 좋나요?,"Amazon SageMaker Unified Studio에 있는 Amazon Bedrock의 기능은 생성형 AI 애플리케이션을 공동 작업으로 구축 및 배포하기 위한 통제된 환경이 필요한 엔터프라이즈 팀에 적합합니다. Amazon SageMaker Unified Studio를 통해 팀은 다음과 같은 기능을 이용할 수 있습니다.‘검색’ 섹션의 생성형 AI 플레이그라운드를 활용하여 팀은 파운데이션 모델(FM)을 실험하고, 다양한 모델 및 구성을 테스트하고, 모델 출력을 비교하며, 프롬프트 및 애플리케이션에 대해 협업할 수 있습니다. 이러한 환경은 팀이 애플리케이션에서 모델을 구현하기 전에 다양한 모델의 기능을 평가하고 이해할 수 있는 원활한 방법을 제공합니다.‘빌드’ 섹션의 생성형 AI 앱 개발에서는 프로덕션에 바로 사용할 수 있는 생성형 AI 애플리케이션을 만드는 데 필요한 도구를 팀에 제공합니다. 팀은 기술 자료를 작성 및 관리하고, 책임 있는 AI를 위한 가드레일을 구현하고, 에이전트 및 플로우를 개발하고, 거버넌스 및 규정 준수 제어를 유지하면서 안전하게 협업할 수 있습니다. 이러한 환경은 엔터프라이즈 보안 및 규정 준수 표준을 유지하면서 안전한 협업과 Amazon Bedrock의 전체 기능을 원활하게 이용해야 하는 조직에 특히 유용합니다."
Amazon Bedrock은 어떻게 Amazon SageMaker Unified Studio 내의 다른 AWS 서비스와 통합되어 생성형 AI 애플리케이션을 생성할 수 있나요?,"Amazon Bedrock의 기능을 이제 Amazon SageMaker Unified Studio에서 정식 버전으로 사용할 수 있게 됨에 따라 개발자가 생성형 AI 애플리케이션을 빠르게 생성하고 사용자 지정할 수 있는 통제된 협업 환경이 제공됩니다. 이러한 직관적인 인터페이스는 기술 수준에 관계없이 모든 개발자에게 적합하며, Amazon Bedrock의 고성능 파운데이션 모델(FM) 및 맞춤형 생성형 AI 애플리케이션의 협업 개발을 위한 고급 사용자 지정 도구에 원활하게 액세스할 수 있도록 합니다.Amazon SageMaker Unified Studio 내에서 Amazon Bedrock은 Amazon SageMaker의 분석, 기계 학습(ML) 및 생성형 AI 기능과 원활하게 통합됩니다. 조직은 Amazon Bedrock에서 기본 모델을 프로토타이핑하고 실험한 다음 JupyterLab notebooks 또는 코드 편집기로 쉽게 전환하여 이러한 리소스를 더 광범위한 애플리케이션 및 워크플로에 통합함으로써 개념에서 생산으로 더 빠르게 이동할 수 있습니다. 이러한 통합된 작업 공간은 복잡성을 간소화하여 특정 비즈니스 요구 사항에 부합하는 프로덕션 준비가 완료된 책임 있는 생성형 AI 애플리케이션의 프로토타이핑, 반복 및 배포를 가속화합니다."
SageMaker Unified Studio의 Amazon Bedrock 사용에 제한이나 할당량이 있나요?,"SageMaker Unified Studio의 Amazon Bedrock에는 플랫폼 및 기본 Amazon Bedrock 리소스(예: 파운데이션 모델(FM), Knowledge Bases, Agents, Flows, Guardrails)에 대해 정의된 계정 제한 및 할당량이 적용됩니다."
SageMaker Unified Studio의 Amazon Bedrock을 사용하기 위한 요금 및 청구 모델은 무엇인가요?,"SageMaker Unified Studio를 통해 Amazon Bedrock에 액세스하는 기능은 추가 비용 없이 제공되며, 사용자는 자신이 빌드하는 생성형 AI 애플리케이션에 필요한 기본 리소스 사용량에 대해서만 비용을 지불합니다. 예를 들어 고객은 생성형 AI 애플리케이션에서 사용한 관련 모델, Guardrail 및 Knowledge Base에 대해서만 비용을 지불하면 됩니다. 자세한 내용은Amazon Bedrock 요금 페이지에서 확인하세요."
SageMaker Unified Studio의 Amazon Bedrock에 대한 서비스 수준 계약(SLA)이란 무엇인가요?,SageMaker Unified Studio 내 Amazon Bedrock은 Amazon Bedrock과 동일한 SLA를 준수합니다. 자세한 내용은Amazon Bedrock 서비스 수준 계약페이지를 참조하세요.
SageMaker Unified Studio의 Amazon Bedrock에 대해 사용 가능한 설명서 및 지원 리소스는 무엇인가요?,SageMaker Unified Studio의 Amazon Bedrock을 사용하여 원활한 온보딩 환경을 지원하려는 경우사용 설명서에서 자세한 문서를 찾아볼 수 있습니다. 추가 질문이 있거나 추가 지원이 필요한 경우 언제든지 AWS 계정 팀에 문의해 주세요.
