question,answer
SageMaker에서 반복 가능한 ML 워크플로를 구축하려면 어떻게 해야 하나요?,"Amazon SageMaker Pipelines는 데이터 준비에서 모델 배포에 이르는 완전 자동화된 ML 워크플로를 생성하여 프로덕션 환경에서 수천 개의 ML 모델로 확장하는 데 도움이 됩니다. SageMaker Python SDK로 파이프라인을 생성하여 SageMaker Studio의 시각적 인터페이스에서 파이프라인을 보고, 실행하고, 감사할 수 있습니다. SageMaker Pipelines는 단계 사이에서 데이터를 관리하고, 코드 레시피를 패키지로 작성하며, 실행을 조정합니다. 따라서 수개월이 걸리던 코딩 작업이 몇 시간으로 줄어듭니다. 워크플로를 실행할 때마다 수행되는 작업과 처리되는 데이터의 전체 레코드가 유지되므로, 데이터 사이언티스트와 기계 학습 개발자는 문제를 빠르게 디버깅할 수 있습니다."
프로덕션으로 이전할 최상의 모델을 선택하기 위해 훈련된 모든 모델을 보려면 어떻게 해야 하나요?,"SageMaker 파이프라인의 모델 등록 단계를 사용하여 배포 대상인 모델을 모두 한 곳에 통합할 수 있습니다. 나중에 팀 관리자 또는 다른 구성원이 SageMaker Studio UI 또는 Python SDK를 통해 SageMaker 모델 레지스트리에 배포하도록 이러한 모델을 검색, 검토, 승인할 수 있습니다."
SageMaker Pipelines에 추가할 수 있는 SageMaker 구성 요소는 무엇인가요?,"SageMaker 파이프라인은 '단계'로 구성됩니다. 기본적으로 지원되는 단계 유형을 선택하여 다양한 SageMaker 기능(예: 훈련, 평가) 또는 기타 AWS 서비스(예: EMR, Lambda)를 간접적으로 호출하는 워크플로를 구성할 수 있습니다. 또한 '@step' Python 데코레이터를 사용하거나 전체 Python 노트북을 파이프라인의 구성 요소로 추가하여 기존 ML Python 코드를 SageMaker 파이프라인으로 리프트 앤 시프트할 수 있습니다. 자세한 내용은 SageMaker Pipelines 개발자 안내서를 참조하세요."
전체 ML 워크플로에서 모델 구성 요소를 추적하려면 어떻게 해야 하나요?,"SageMaker Pipelines는 모든 모델 구성 요소를 자동으로 추적하고 모든 변경 사항에 대한 감사 추적을 유지하므로 수동 추적은 필요하지 않으며 규제 준수 목표를 달성하는 데 도움이 될 수 있습니다. SageMaker Pipelines에서는 데이터, 코드, 훈련된 모델 등을 추적할 수 있습니다."
SageMaker Pipelines 요금은 어떻게 부과되나요?,SageMaker Pipelines 사용에 대한 추가 비용은 없습니다. SageMaker Pipelines 내에서 사용하는 개별 AWS 서비스 또는 기본 컴퓨팅에 대한 비용만 지불하면 됩니다.
SageMaker에서 Kubeflow를 사용할 수 있나요?,"예. Amazon SageMaker Components for Kubeflow Pipelines는 Kubeflow Pipelines를 사용하여 ML 워크플로를 정의하고 SageMaker를 사용하여 데이터 레이블링, 훈련 및 추론 단계를 수행할 수 있도록 하는 오픈 소스 플러그인입니다. Kubeflow Pipelines는 확장 가능하고 이식 가능하며 완전한 ML 파이프라인을 구축 및 배포할 수 있는 Kubeflow 추가 기능입니다. 그러나 Kubeflow Pipelines를 사용할 때 ML 운영 팀은 Kubernetes 클러스터의 CPU 및 GPU 인스턴스를 관리하고 사용률을 계속 높게 유지하여 운영 비용을 절감해야 합니다. 데이터 과학 팀 전체에서 클러스터의 사용률을 극대화하는 것은 어려운 일이며 ML 운영 팀에 추가적인 운영 오버헤드가 발생합니다. ML 최적화 Kubernetes 클러스터 대신, SageMaker Components for Kubeflow Pipelines를 사용하면 기계 학습 작업을 실행하기 위해 Kubernetes 클러스터를 특별히 구성 및 관리할 필요 없이 데이터 레이블링, 완전관리형 대규모 하이퍼파라미터 튜닝 및 분산 훈련 작업, 안전하고 확장 가능한 원클릭 모델 배포, Amazon Elastic Compute Cloud(Amazon EC2) 스팟 인스턴스를 통한 비용 효율적인 훈련과 같은 강력한 SageMaker 기능을 활용할 수 있습니다."
SageMaker Components for Kubeflow Pipelines 요금은 어떻게 부과되나요?,SageMaker Components for Kubeflow Pipelines 사용에 대한 추가 비용은 없습니다.
"휴먼인더루프란 무엇이고, AI 기반 애플리케이션 구축에 이것이 중요한 이유는 무엇인가요?","휴먼인더루프는 ML 수명 주기전반에서 사람의 입력을 활용하여 모델의 정확성과 관련성을 개선하는 프로세스입니다. 사람은 데이터 생성 및 주석부터 모델 검토 및 사용자 지정에 이르는 다양한 태스크를 수행할 수 있습니다. 일반적으로 사람이 콘텐츠의 요청자이자 소비자인 생성형 AI 애플리케이션의 경우 인적 개입이 특히 중요합니다. 따라서 사용자의 프롬프트에 정확하고 안전하며 관련성 있게 반응하도록 사람이 파운데이션 모델(FM)을 훈련하는 것이 중요합니다. 인적 피드백을 적용하면 여러 태스크를 완료하는 데 도움이 될 수 있습니다. 첫째, 지도 학습(사람이 사용자의 프롬프트에 모델이 반응하는 방식의 스타일, 길이, 정확도를 시뮬레이션)과 인적 피드백(사람이 모델 응답에 순위를 매기고 분류)이 포함된 강화 학습을 통해 생성형 AI 애플리케이션을 위한 고품질의 레이블링된 훈련 데이터 세트를 생성합니다. 둘째, 사람이 생성한 데이터를 사용하여 특정 태스크나 회사 및 도메인별 데이터에 맞게 FM을 사용자 지정하고 자신에게 적합한 모델 출력을 생성합니다."
휴먼인더루프 기능을 FM 기반 생성형 AI 애플리케이션에 사용하려면 어떻게 해야 하나요?,"휴먼인더루프 기능은 FM 기반 생성형 AI 애플리케이션을 만들고 개선하는 데 중요한 역할을 합니다. 태스크 지침에 따라 교육을 받은 고도로 숙련된 인력은 FM 훈련을 위한 시연 데이터 생성, 샘플 응답 수정 및 개선, 회사 및 업계 데이터를 기반으로 한 모델 미세 조정, 유해성 및 편견에 대한 보호 장치 역할 등과 같은 활동에 대한 피드백, 지침, 의견, 평가를 제공할 수 있습니다. 따라서 휴먼인더루프 기능은 모델 정확도와 성능을 개선할 수 있습니다."
Amazon SageMaker Ground Truth의 셀프 서비스와 AWS 관리형 서비스의 차이점은 무엇인가요?,"Amazon SageMaker Ground Truth는 가장 포괄적인 휴먼인더루프 기능을 제공합니다. Amazon SageMaker Ground Truth는 셀프 서비스와 AWS 관리형 서비스라는 두 가지 방법으로 사용할 수 있습니다. 셀프 서비스에서는 데이터 주석 작성자, 콘텐츠 제작자, 프롬프트 엔지니어(사내, 공급업체 관리 또는 일반 사용자 활용)가 로우 코드 사용자 인터페이스를 사용하여 휴먼인더루프 태스크를 가속화하면서 사용자 지정 워크플로를 유연하게 구축하고 관리할 수 있습니다. AWS 관리형 서비스(SageMaker Ground Truth Plus)에서는 사용 사례에 적합한 인력을 선택하고 관리하는 것을 포함하여 어려운 작업을 AWS가 대신 처리합니다. 전체 워크플로(상세한 인력 교육 및 품질 보증 단계 포함)가 SageMaker Ground Truth Plus를 통해 설계 및 사용자 지정되며 특정 태스크에 대해 교육을 받고 데이터 품질, 보안, 규정 준수 요구 사항을 충족하는 숙련된 AWS 관리 팀이 제공됩니다."
SageMaker에서는 ML용 데이터를 어떻게 준비하나요?,"SageMaker Data Wrangler는 ML용 데이터를 집계하고 준비하는 시간을 줄여줍니다. SageMaker Studio의 단일 인터페이스를 통해 단 몇 단계로 Amazon S3, Amazon Athena, Amazon Redshift, AWS Lake Formation, Amazon EMR, Snowflake 및 Databricks에서 데이터를 찾아서 가져올 수 있습니다. 50개 이상의 데이터 소스에서 전송되어 Amazon AppFlow를 통해 AWS Glue 데이터 카탈로그에 등록된 데이터를 쿼리하고 가져올 수도 있습니다. SageMaker Data Wrangler는 원시 데이터를 자동으로 로드하고 집계한 후 표시합니다. 데이터를 SageMaker Data Wrangler로 가져오면 자동으로 생성된 열 요약 및 히스토그램이 표시됩니다. SageMaker Data Wrangler의 데이터 품질 및 인사이트 보고서를 사용하면 제공된 요약 통계 및 데이터 품질 경고를 바탕으로 데이터를 더 자세히 살펴보고 잠재적 오류를 식별할 수 있습니다. SageMaker Clarify에서 지원하는 바이어스 분석을 SageMaker Data Wrangler에서 직접 실행하여 데이터 준비 중에 잠재적 바이어스를 감지할 수도 있습니다. 거기에서 SageMaker Data Wrangler의 미리 구축된 변환을 사용하여 데이터를 준비할 수 있습니다. 데이터가 준비되면 Amazon SageMaker Pipelines에서 완전히 자동화된 ML 워크플로를 구축하거나Amazon SageMaker 특성 저장소로 해당 데이터를 가져올 수 있습니다."
SageMaker Data Wrangler가 지원하는 데이터 유형은 무엇인가요?,"SageMaker Data Wrangler는 테이블, 시계열, 이미지 데이터를 지원하며 이 다양한 데이터 양식을 준비할 수 있도록 300개 이상의 사전 구성된 데이터 변환을 제공합니다. Data Wrangler는 NLP 사용 사례에 맞게 Data Wrangler에서 텍스트 데이터를 준비하려는 고객을 위해 NLTK 라이브러리를 지원합니다. 따라서 Data Wrangler에서 자체 사용자 지정 변환을 작성하여 텍스트 데이터를 준비할 수 있습니다."
SageMaker Data Wrangler에서 모델 특성을 생성하려면 어떻게 해야 하나요?,SageMaker Data Wrangler는 300여 개의 사전 구축된 PySpark 기반 데이터 변환 기능을 제공하므로 단 한 줄의 코드 작성 없이 데이터를 변환하고 데이터 준비 워크플로를 확장할 수 있습니다. 또한 FM 기반 자연어 인터페이스를 사용하여 ML 모델용 데이터를 변환하거나 SageMaker Data Wrangler 스니펫 라이브러리에서 사용자 지정 코드 스니펫을 작성할 수 있습니다.
SageMaker Data Wrangler에서 데이터를 시각화하려면 어떻게 해야 하나요?,"SageMaker Data Wrangler는 미리 구성된 강력한 시각화 템플릿 세트를 통해 데이터를 이해하고 잠재적 오류와 극단 값을 식별하는 데 도움이 됩니다. 코드 작성 없이 히스토그램, 산점도 및 ML 특정 시각화(예: 대상 유출 탐지)를 모두 사용할 수 있습니다. 고유한 시각화를 생성하고 편집할 수도 있습니다."
SageMaker Data Wrangler 요금은 어떻게 부과되나요?,"SageMaker Data Wrangler에 대해 사용하는 모든 ML 컴퓨팅, 스토리지 및 데이터 처리 리소스에 대한 요금만 청구됩니다. SageMaker Data Wrangler 요금에 대한 모든 세부 정보는여기에서 검토할 수 있습니다.AWS 프리 티어를 사용하는 고객은 SageMaker Data Wrangler를 무료로 시작할 수도 있습니다."
SageMaker Data Wrangler에서 준비된 데이터로 ML 모델을 훈련하려면 어떻게 해야 하나요?,"SageMaker Data Wrangler는 SageMaker Canvas에서 데이터를 준비하고 기계 학습 모델을 원활하게 훈련할 수 있는 통합 경험을 제공합니다. SageMaker Canvas는 데이터를 기반으로 최상의 ML 모델을 자동으로 구축, 훈련 및 튜닝합니다. SageMaker Data Wrangler에서 준비한 특성을 기존 모델에 사용할 수도 있습니다. SageMaker Data Wrangler 처리 작업을 SageMaker 훈련 파이프라인의 일부로 실행되도록 구성할 수 있습니다. 사용자 인터페이스(UI)에서 작업을 구성하거나 오케스트레이션 코드로 노트북을 내보내면 됩니다."
기록 데이터를 기반으로 특성을 준비한 경우 SageMaker Data Wrangler에서 새 데이터는 어떻게 처리되나요?,SageMaker Data Wrangler UI에서 직접 SageMaker 처리 작업을 구성하고 시작할 수 있습니다. 예를 들어 데이터 처리 작업을 예약하고 데이터 소스를 파라미터화하여 새 데이터 배치를 대규모로 손쉽게 변환할 수 있습니다.
SageMaker Data Wrangler는 CI/CD 프로세스와 어떻게 연동되나요?,데이터가 준비된 후에는 SageMaker Data Wrangler에서 다양한 옵션을 사용하여 SageMaker Data Wrangler 흐름을 프로덕션으로 승격하고 MLOps 및 CI/CD 기능과 원활하게 통합할 수 있습니다. SageMaker Data Wrangler UI에서 직접 SageMaker 처리 작업을 구성하고 시작할 수 있습니다. 예를 들어 데이터 처리 작업을 예약하고 데이터 소스를 파라미터화하여 새 데이터 배치를 대규모로 손쉽게 변환할 수 있습니다. SageMaker Data Wrangler는 SageMaker 처리 및 SageMaker Spark 컨테이너와 원활하게 통합되므로 간편하게 SageMaker SDK를 사용하여 SageMaker Data Wrangler를 프로덕션 워크플로에 통합할 수도 있습니다.
SageMaker Data Wrangler Quick Model에는 어떤 모델이 사용되나요?,"SageMaker Data Wrangler에서 몇 단계를 수행하여 기본 하이퍼파라미터로 XGBoost 모델을 분할하고 훈련할 수 있습니다. SageMaker Data Wrangler는 문제 유형에 따라 모델 요약, 특성 요약 및 혼동 행렬을 제공하므로 이러한 인사이트를 빠르게 확인하여 데이터 준비 흐름을 반복할 수 있습니다."
SageMaker Data Wrangler가 지원하는 데이터 크기는 얼마인가요?,"SageMaker Data Wrangler는 데이터 가져오기에 상위 K 샘플링, 무작위 샘플링 및 층화 샘플링 등 다양한 샘플링 기법을 지원합니다. 따라서 SageMaker Data Wrangler의 UI를 사용하여 데이터를 빠르게 변환할 수 있습니다. 크거나 넓은 데이터 세트를 사용하는 경우 SageMaker Data Wrangler 인스턴스 크기를 늘려 성능을 개선할 수 있습니다. 흐름을 생성한 후에는 SageMaker Data Wrangler 처리 작업을 사용하여 전체 데이터 세트를 처리할 수 있습니다."
SageMaker Data Wrangler는 SageMaker 특성 저장소와 어떻게 연동되나요?,예. SageMaker 특성 저장소를 SageMaker Data Wrangler에서 준비한 특성의 대상으로 구성할 수 있습니다. UI에서 직접 이 작업을 수행하거나 SageMaker 특성 저장소를 데이터 처리 대상으로 사용하기 위해 특별히 생성된 노트북을 내보낼 수 있습니다.
SageMaker 특성 저장소는 무엇인가요?,"SageMaker 특성 저장소는 기계 학습(ML) 모델 특성을 저장, 공유, 관리하도록 특별히 구축된 완전관리형 플랫폼입니다. 특성을 검색하고 공유할 수 있으므로 AWS 계정을 포함하여 보안 액세스 및 제어를 통해 모델 및 팀 간에 쉽게 재사용할 수 있습니다. SageMaker 특성 저장소는 실시간 추론, 배치 추론, 훈련을 위한 온라인 및 오프라인 기능을 모두 지원합니다. 또한 배치 및 스트리밍 특성 추출 파이프라인을 관리하여 특성 생성 시 중복을 줄이고 모델 정확도를 개선합니다."
오프라인 특성이란 무엇인가요?,오프라인 특성은 일반적으로 교육 및 배치 추론에 사용되는 대량의 기록 데이터입니다. 오프라인 특성은 가용성과 내구성이 뛰어난 객체 저장소에서 유지 관리됩니다.
온라인 특성이란 무엇인가요?,온라인 특성은 애플리케이션에서 실시간 예측을 위해 사용됩니다. 온라인 특성은 고처리량 저장소에서 제공되며 클라이언트 애플리케이션에서 빠른 예측을 위한 10밀리초 미만의 지연 시간을 지원합니다.
온라인 및 오프라인 특성 사이의 일관성을 유지하려면 어떻게 해야 하나요?,SageMaker 특성 저장소는 추가 관리 또는 코드 없이도 온라인 기능과 오프라인 기능 간의 일관성을 자동으로 유지하므로 훈련 및 추론 환경 전반에서 일관성을 유지할 수 있습니다.
특정 순간의 특성을 재현하려면 어떻게 해야 하나요?,SageMaker 특성 저장소는 모든 특성에 대한 타임스탬프를 유지 관리하고 비즈니스 또는 규정 준수 요구 사항에 따라 언제든지 특성을 검색하는 데 도움이 되는 내장 메서드를 제공합니다. 복잡한 SQL 쿼리를 작성하거나 대량의 코드를 작성하는 대신 시간 여행 및 특정 시점의 정확한 조인을 위한 내장 메서드를 직접 호출하여 관심 기간 동안의 학습 및 배치 추론을 위한 데이터 세트를 생성할 수 있습니다
SageMaker 특성 저장소 요금은 어떻게 부과되나요?,AWS 프리 티어의 일부로 SageMaker 특성 저장소를 무료로 시작할 수 있습니다. SageMaker 특성 저장소를 사용할 때는 특성 저장소에 대한 쓰기 작업 요금과 온라인 특성 저장소의 읽기 및 저장 작업에 대한 요금이 부과됩니다. 자세한 요금은Amazon SageMaker 요금을 참조하세요.
SageMaker는 데이터 레이블링을 위해 어떤 기능을 제공하나요?,"SageMaker는 Amazon SageMaker Ground Truth Plus 및 Amazon SageMaker Ground Truth라는 2가지 데이터 레이블링 기능을 제공합니다. 두 옵션 모두 이미지, 텍스트 파일 및 비디오와 같은 원시 데이터를 식별하고 정보 레이블을 추가하여 ML 모델을 위한 고품질 훈련 데이터 세트를 생성할 수 있습니다. 자세히 알아보려면Amazon SageMaker 데이터 레이블링을 참조하세요."
지리 공간 데이터란 무엇인가요?,"지리 공간 데이터는 지구 표면의 형상이나 물체를 나타냅니다. 지리 공간 데이터의 첫 번째 유형은 벡터 데이터로, 점, 선 또는 다각형과 같은 2차원 기하학 구조를 사용하여 도로와 토지 경계 같은 객체를 나타냅니다. 지리 공간 데이터의 두 번째 유형은 위성, 고소 플랫폼 또는 원격 감지 데이터에서 캡처된 이미지와 같은 래스터 데이터입니다. 이 데이터 유형은 픽셀 매트릭스를 사용하여 형상이 있는 위치를 정의합니다. 래스터 형식은 다양한 데이터를 저장하는 데 사용할 수 있습니다. 지리 공간 데이터의 세 번째 유형은 지오 태깅 위치 데이터입니다. 여기에는 관심 장소(예: 에펠탑), 위치가 태깅된 소셜 미디어 게시물, 위도 및 경도 좌표 또는 다양한 스타일과 형식의 상세 주소가 포함됩니다."
SageMaker 지리 공간 기능에는 어떤 것이 있나요?,"SageMaker 지리 공간 기능을 사용하면 지리 공간 데이터를 사용하여 예측용 ML 모델을 손쉽게 구축, 훈련 및 배포할 수 있습니다. Amazon S3에서 Planet Labs 위성 데이터와 같은 자체 데이터를 가져오거나, Open Data on AWS, Amazon Location Service 및 기타 SageMaker 지리 공간 데이터 소스에서 데이터를 가져올 수 있습니다."
SageMaker의 지리 공간 ML을 사용해야 하는 이유는 무엇인가요?,"SageMaker 지리 공간 기능을 사용하면 DIY 솔루션보다 빠르게 지리 공간 데이터 기반 예측을 수행할 수 있습니다. SageMaker 지리 공간 기능을 사용하면 기존 고객 데이터 레이크, 오픈 소스 데이터 세트 및 기타 SageMaker 지리 공간 데이터 소스의 지리 공간 데이터에 보다 손쉽게 액세스할 수 있습니다. SageMaker 지리 공간 기능은 효율적인 데이터 준비, 모델 훈련 및 추론을 지원하는 목적별 알고리즘을 제공하므로, 맞춤형 인프라와 데이터 전처리 기능을 구축해야 하는 필요성이 최소화됩니다. 또한 SageMaker Studio에서 맞춤형 시각화와 데이터를 생성하고 조직에서 공유할 수 있습니다. SageMaker 지리 공간 기능에는 농업, 부동산, 보험 및 금융 서비스 분야에서 일반적인 용도로 사용 가능한 사전 훈련된 모델이 포함되어 있습니다."
Amazon SageMaker Studio 노트북이란 무엇인가요?,전체 ML 개발을 위해 SageMaker에서 완전 관리형 Jupyter Notebook을 사용할 수 있습니다. 업계에서 다양한 클라우드용 컴퓨팅 최적화 및 GPU 가속 인스턴스 옵션을 사용하여 컴퓨팅 인스턴스를 스케일 업 및 스케일 다운합니다.
SageMaker Studio 노트북은 어떤 방식으로 작동하나요?,"SageMaker Studio 노트북은 한 단계로 빠르게 가동할 수 있는 Jupyter Notebook입니다. 기본 컴퓨팅 리소스가 완전히 탄력적이므로 사용 가능한 리소스를 쉽게 확장하거나 축소할 수 있으며 변경 작업이 백그라운드에서 자동으로 진행되므로 작업에 방해가 되지 않습니다. 또한 SageMaker에서 한 단계로 노트북을 공유할 수 있습니다. 노트북을 다른 사람과 쉽게 공유하여 같은 장소에 저장된 정확하게 동일한 노트북을 제공할 수 있습니다.SageMaker Studio 노트북을 사용할 때는 IAM Identity Center를 사용하여 사내 보안 인증 정보로 로그인할 수 있습니다. 노트북을 공유하면 해당 노트북으로 캡슐화되는 작업 이미지에서 노트북을 실행하는 데 필요한 종속성이 자동으로 추적되므로 팀 내에서는 물론, 팀 간에도 노트북을 손쉽게 공유할 수 있습니다."
SageMaker Studio 노트북은 인스턴스 기반 노트북 제품 및 서비스와 어떻게 다른가요?,"SageMaker Studio IDE의 노트북은 인스턴스 기반 노트북과 차별화된 몇 가지 중요한 기능을 제공합니다. 먼저, 인스턴스를 수동으로 프로비저닝하거나 운영 상태가 될 때까지 기다리지 않고도 빠르게 노트북을 시작할 수 있습니다. 노트북을 읽고 실행하기 위해 UI를 시작하는 시작 시간도 인스턴스 기반 노트북보다 빠릅니다. 또한 언제라도 UI 내의 다양한 인스턴스 유형 모음에서 탄력적으로 인스턴스를 고를 수 있습니다. 노트북에서 새 인스턴스와 포트를 시작하기 위해 AWS 관리 콘솔로 이동할 필요가 없습니다. 사용자마다 특정 인스턴스와 독립되어 있는 격리된 홈 디렉터리가 있습니다. 이 디렉터리는 시작될 때 모든 노트북 서버와 커널에 자동으로 탑재되므로, 인스턴스를 전환해서 노트북을 보고 실행하는 경우에도 노트북과 다른 파일에 액세스할 수 있습니다. SageMaker Studio 노트북은 AWS IAM Identity Center(AWS SSO의 후속 모델)와 통합되며 조직 보안 인증 정보를 통해 노트북에 쉽게 액세스할 수 있습니다. 또한 SageMaker의 목적별 ML 도구 및 기타 AWS 서비스에 통합되어 Amazon EMR에서 Spark를 사용해 페타바이트 규모의 데이터 준비, 모델 교육 및 디버깅부터 모델 배포 및 모니터링, 파이프라인 관리에 이르기까지 전체 ML 개발을 지원합니다."
SageMaker Studio 노트북을 다른 AWS 서비스와 함께 사용할 수 있나요?,"Studio IDE에서 SageMaker 노트북을 사용하면 분산 훈련, 배치 변환, 호스팅과 같은 모든 SageMaker 기능에 액세스할 수 있습니다. 또한 SageMaker 노트북에서 Amazon S3의 데이터세트, Amazon Redshift, AWS Glue, Amazon EMR 또는 AWS Lake Formation 같은 다른 서비스에도 액세스할 수 있습니다."
SageMaker에서 공유 공간이란 무엇인가요?,"ML 실무자는 팀원이 SageMaker Studio 노트북을 함께 읽고 편집할 수 있는 작업 공간을 만들 수 있습니다. 팀원들은 공유 공간을 사용하여 동일한 노트북 파일을 공동 편집하고, 노트북 코드를 동시에 실행하며, 결과를 함께 검토하여 반복 작업을 줄이고 협업을 간소화할 수 있습니다. 공유 공간에서는 BitBucket 및 AWS CodeCommit과 같은 서비스가 기본적으로 지원되기 때문에 여러 버전의 노트북을 손쉽게 관리하고 변경 사항을 지속적으로 비교할 수 있습니다. 실험 및 ML 모델과 같이 노트북 내에서 생성되는 모든 리소스가 자동으로 저장되고, 생성된 특정 작업 공간에 연결되므로 팀 작업을 보다 체계적으로 유지하고 ML 모델 개발을 가속화할 수 있습니다."
SageMaker Studio 노트북 요금은 어떻게 적용되나요?,Studio IDE에서 SageMaker 노트북을 사용할 때는 컴퓨팅과 스토리지 비용을 모두 지불해야 합니다. 컴퓨팅 인스턴스 유형별 요금은 Amazon SageMaker 요금을 참조하세요. 노트북과 데이터 파일 및 스크립트와 같은 관련 아티팩트는 Amazon Elastic File System(Amazon EFS)에 보존됩니다. 스토리지 요금은 Amazon EFS 요금을 참조하세요. AWS 프리 티어의 일부로 SageMaker Studio에서 노트북을 무료로 시작할 수 있습니다.
SageMaker Studio에서 만들고 실행하는 각 노트북에 대해 별도의 요금이 부과되나요?,아니요. 같은 컴퓨팅 인스턴스에 여러 노트북을 생성하고 실행할 수 있습니다. 개별 항목이 아닌 사용하는 컴퓨팅에 대해서만 지불합니다.측정 가이드에서 자세한 내용을 읽어보실 수 있습니다.노트북 외에도 SageMaker Studio에서 터미널과 대화형 쉘을 시작하고 실행할 수 있습니다. 모두 동일한 컴퓨팅 인스턴스에 위치합니다. 각 애플리케이션은 컨테이너나 이미지 내에서 실행됩니다. SageMaker Studio는 데이터 과학 및 기계 학습용으로 특별히 구축되고 사전 구성된 여러 가지 내장 이미지를 제공합니다.
노트북에 사용되는 리소스를 모니터링하고 종료하려면 어떻게 해야 하나요?,SageMaker Studio 비주얼 인터페이스 및 AWS Management Console을 통해 SageMaker Studio 노트북에서 사용하는 리소스를 모니터링하고종료할 수 있습니다. 자세한 내용은설명서를 참조하세요.
"SageMaker Studio 노트북을 실행하고 있습니다. 브라우저를 닫거나, 노트북 탭을 닫거나, 브라우저를 열어두어도 요금이 부과되나요?",예. 컴퓨팅 요금은 계속해서 부과됩니다. 이는 AWS 관리 콘솔에서 Amazon EC2 인스턴스를 시작한 다음 브라우저를 닫는 것과 유사합니다. Amazon EC2 인스턴스가 계속해서 실행되고 있으므로 인스턴스를 명시적으로 종료하지 않는 한 여전히 요금이 부과됩니다.
SageMaker Studio 도메인을 만들고 설정하는 데 요금이 부과되나요?,"아니오. 사용자 프로필 추가, 업데이트, 삭제를 포함하여 SageMaker Studio 도메인을 만들거나 구성하는 데는 요금이 부과되지 않습니다."
SageMaker Studio 노트북 또는 기타 SageMaker 서비스에 대한 항목별 요금은 어떻게 확인하나요?,"관리자는 AWS 빌링 콘솔에서 SageMaker Studio를 포함하여 SageMaker에 대한 항목별 요금 목록을 확인할 수 있습니다. SageMaker용 AWS Management Console의 상단 메뉴에서 ‘서비스’를 선택하고, 검색 상자에 ‘billing(결제)’을 입력하고, 드롭다운 메뉴에서 결제를 선택한 다음 왼쪽 패널에서 ‘청구서’를 선택합니다. Details(세부 정보) 섹션에서 SageMaker를 선택하여 리전 목록을 확장하고 항목별 요금으로 드릴다운할 수 있습니다."
Amazon SageMaker Studio Lab이란 무엇인가요?,"SageMaker Studio Lab은 누구나 ML을 배우고 실험할 수 있도록 컴퓨팅, 스토리지(최대 15GB) 및 보안을 모두 무료로 제공하는 무료 기계 학습 개발 환경입니다. 시작하려면 유효한 이메일 ID만 있으면 됩니다. 인프라를 구성하거나 ID 및 액세스를 관리하거나 AWS 계정에 가입할 필요가 없습니다. SageMaker Studio Lab은 GitHub 통합을 통해 모델 구축을 가속화하고 가장 인기 있는 ML 도구, 프레임워크 및 라이브러리로 사전 구성되어 제공되므로 즉시 시작할 수 있습니다. SageMaker Studio Lab은 작업을 자동으로 저장하므로 세션 사이에 다시 시작할 필요가 없습니다. 노트북을 닫았다가 나중에 다시 열고 작업하는 것처럼 쉽습니다."
SageMaker Studio Lab을 사용해야 하는 이유는 무엇인가요?,"SageMaker Studio Lab은 설정 없이 기계 학습 수업 및 실험에 사용할 수 있는 무료 노트북 개발 환경이 필요한 학생, 연구원 및 데이터 사이언티스트를 위한 것입니다. SageMaker Studio Lab은 프로덕션 환경이 필요하지는 않지만 기계 학습 기술 향상을 위해 SageMaker 기능의 일부를 원하는 사용자에게 이상적입니다. SageMaker 세션은 자동으로 저장되므로 각 사용자 세션에서 중단한 부분부터 다시 시작할 수 있습니다."
SageMaker Studio Lab은 다른 AWS 서비스와 어떻게 작동하나요?,"SageMaker Studio Lab은 AWS에 구축된 서비스로, Amazon SageMaker Studio와 동일한 핵심 서비스(예: Amazon S3 및 Amazon EC2)를 다수 사용합니다. 다른 서비스와 달리 AWS 계정이 필요하지 않습니다. 대신 이메일 주소를 사용하여 SageMaker Studio Lab 전용 계정을 생성하게 됩니다. 이 전용 계정으로 ML 노트북을 실행할 수 있는 제한된 환경(15GB 스토리지 및 12시간 세션)에 액세스할 수 있습니다."
SageMaker Canvas는 어떤 데이터 소스를 지원하나요?,SageMaker Canvas는 Amazon S3 및 Amazon Redshift를 포함하여 계정에서 액세스할 수 있는 AWS 데이터 소스를 원활하게 검색하는 데 도움이 됩니다. SageMaker Canvas의 시각적 드래그 앤 드롭 인터페이스를 사용하여 데이터를 찾아보고 가져올 수 있습니다. 또한 로컬 디스크에서 파일을 끌어서 놓을 수 있으며 사전 구축된 커넥터를 사용하여 Snowflake와 같은 서드 파티 소스에서 데이터를 가져올 수 있습니다.
SageMaker Canvas에서 정확한 예측을 생성하기 위해 기계 학습 모델을 구축하려면 어떻게 해야 하나요?,"소스를 연결하고 데이터 세트를 선택하고 데이터를 준비한 후 예측할 대상 열을 선택하여 모델 생성 작업을 시작할 수 있습니다. SageMaker Canvas는 자동으로 문제 유형을 식별하고, 새로운 관련 기능을 생성하고, 선형 회귀, 로지스틱 회귀, 딥 러닝, 시계열 예측, 그라데이션 부스팅 등의 기계 학습 기술을 사용하여 포괄적인 예측 모델 세트를 테스트하며, 데이터 세트를 기반으로 정확한 예측을 수행하는 모델을 구축합니다."
